Found 2030 candidate functions.

[1/2030] Raw: 5.8163 | Validated: 5.8300%
[1980/2030] Raw: 5.8163 | Validated: 5.8300%
[1981/2030] Raw: 5.8163 | Validated: 5.8300%
[1982/2030] Raw: 5.8163 | Validated: 5.8300%
[1983/2030] Raw: 5.8163 | Validated: 5.8300%
[1984/2030] Raw: 5.8163 | Validated: 5.8300%
[1985/2030] Raw: 5.8163 | Validated: 5.8300%
[1986/2030] Raw: 5.8163 | Validated: 5.8300%
[1987/2030] Raw: 5.8163 | Validated: 5.8300%
[1988/2030] Raw: 5.8163 | Validated: 5.8300%
[1989/2030] Raw: 5.8163 | Validated: 5.8300%
[1990/2030] Raw: 5.8163 | Validated: 5.8300%
[1991/2030] Raw: 5.8163 | Validated: 5.8300%
[1992/2030] Raw: 5.8163 | Validated: 5.8300%
[1993/2030] Raw: 5.8163 | Validated: 5.8300%
[1994/2030] Raw: 5.8163 | Validated: 5.8300%
[1995/2030] Raw: 5.8163 | Validated: 5.8300%
[1996/2030] Raw: 5.8163 | Validated: 5.8300%
[1997/2030] Raw: 5.8163 | Validated: inf%
[1998/2030] Raw: 5.8163 | Validated: inf%
[1999/2030] Raw: 5.8163 | Validated: inf%
[2000/2030] Raw: 5.8163 | Validated: inf%
[2001/2030] Raw: 5.8163 | Validated: 5.8300%
[2002/2030] Raw: 5.8163 | Validated: 5.8300%
[2003/2030] Raw: 5.8163 | Validated: 5.8300%
[2004/2030] Raw: 5.8163 | Validated: 5.8300%
[2005/2030] Raw: 5.8163 | Validated: 5.8300%
[2006/2030] Raw: 5.8163 | Validated: 5.8300%
[2007/2030] Raw: 5.8163 | Validated: 5.8300%
[2008/2030] Raw: 5.8163 | Validated: 5.8300%
[2009/2030] Raw: 5.8163 | Validated: 5.9289%
[2010/2030] Raw: 5.8163 | Validated: 5.8300%
[2011/2030] Raw: 5.8163 | Validated: 5.8300%
[2012/2030] Raw: 5.8163 | Validated: 5.8300%
[2013/2030] Raw: 5.8163 | Validated: 5.9783%
[2014/2030] Raw: 5.8163 | Validated: 5.8300%
[2015/2030] Raw: 5.8163 | Validated: 5.8300%
[2016/2030] Raw: 5.8163 | Validated: 5.9783%
[2017/2030] Raw: 5.8163 | Validated: 5.8300%
[2018/2030] Raw: 5.8163 | Validated: 5.8300%
[2019/2030] Raw: 5.8163 | Validated: 5.9783%
[2020/2030] Raw: 5.8163 | Validated: 5.8300%
[2021/2030] Raw: 5.8163 | Validated: 5.8300%
[2022/2030] Raw: 5.8163 | Validated: 5.9289%
[2023/2030] Raw: 5.8163 | Validated: 5.8300%
[2024/2030] Raw: 5.8163 | Validated: 5.8300%
[2025/2030] Raw: 5.8163 | Validated: 5.9289%
[2026/2030] Raw: 5.8163 | Validated: inf%
[2027/2030] Raw: 5.8163 | Validated: 5.8300%
[2028/2030] Raw: 5.8163 | Validated: 5.9783%
[2029/2030] Raw: 5.8163 | Validated: inf%
[2030/2030] Raw: 5.8163 | Validated: 5.9783%

=== Best Function on Validation Set ===
Score: 5.6324% overhead

def priority(item: float, bins: np.ndarray) -> np.ndarray:
    return (item / (item + bins)) * (np.log(bins + 12) + np.exp(-(item - bins)**2 / (item + 5)) + np.sin(np.pi * (item - bins) / (item + 3)) + np.cos(2 * np.pi * (item - bins) / (item + 2)))

